uuid,vehicle_entrance_uuid,geometry
restaurant_28519,localroad_2533109192,Point (126.9863033 37.4911732)
restaurant_28520,localroad_3827169867,Point (127.0303015 37.4858686)
restaurant_28524,localroad_3827671767,Point (127.020102 37.5049428)
restaurant_28529,localroad_1696934758,Point (126.9929782 37.4860655)
restaurant_28530,localroad_2655442263,Point (127.0184474 37.4850894)
restaurant_28531,localroad_2861309356,Point (127.0198013 37.5106926)
restaurant_28532,localroad_4185835029,Point (126.9961644 37.4823227)
restaurant_28540,localroad_1430674306,Point (127.0104219 37.4838784)
restaurant_28541,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_28544,localroad_3030832644,Point (127.0100052 37.491878)
restaurant_28546,localroad_8703399729,Point (127.0118823 37.4875466)
restaurant_28547,localroad_4185835029,Point (126.9961644 37.4823227)
restaurant_28552,localroad_2295372338,Point (127.019529 37.4944069)
restaurant_28556,localroad_4101372798,Point (126.9839613 37.479886)
restaurant_28557,localroad_1965713723,Point (127.0142296 37.486372)
restaurant_28558,localroad_1696934741,Point (126.9950303 37.4841061)
restaurant_28559,localroad_3827169931,Point (127.0325405 37.4863174)
restaurant_28561,localroad_2624211585,Point (126.9893352 37.4930117)
restaurant_28562,localroad_7888195561,Point (127.0079379 37.4914093)
restaurant_28563,localroad_6789544587,Point (127.0189822 37.4626693)
restaurant_28564,localroad_3804191186,Point (126.9859903 37.4875102)
restaurant_28565,localroad_2477340264,Point (127.0218367 37.5084056)
restaurant_28566,localroad_3634017624,Point (127.0156209 37.4566268)
restaurant_28567,localroad_4181527974,Point (127.0190101 37.5146394)
restaurant_28568,localroad_3827338154,Point (127.0101966 37.491497)
restaurant_28569,localroad_3825549661,Point (127.02974 37.4912602)
restaurant_28570,localroad_2655472822,Point (127.0154456 37.4864158)
restaurant_28571,localroad_3827338128,Point (127.0079924 37.4895122)
restaurant_28572,localroad_2624211577,Point (126.983327 37.4909038)
restaurant_28573,localroad_1430655015,Point (127.0234219 37.5027062)
restaurant_28574,localroad_2295372337,Point (127.019316 37.4948209)
restaurant_28575,localroad_3825549664,Point (127.0290187 37.4927368)
restaurant_28576,localroad_2533109226,Point (126.9876055 37.4972613)
restaurant_28577,localroad_3827671856,Point (127.0221136 37.5074187)
restaurant_28578,localroad_3827608184,Point (127.0194471 37.5031026)
restaurant_28579,localroad_2280678683,Point (127.0267729 37.4994695)
restaurant_28580,localroad_1696934661,Point (126.9877348 37.4773892)
restaurant_28581,localroad_4185879872,Point (126.9926751 37.4816991)
restaurant_28583,localroad_3827338154,Point (127.0101966 37.491497)
restaurant_28584,localroad_3827548039,Point (127.0147246 37.4922607)
restaurant_28585,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_28586,localroad_4184618609,Point (127.0426606 37.4698957)
restaurant_28587,localroad_3796948936,Point (126.9989685 37.4977635)
restaurant_28588,localroad_3827257155,Point (127.0214572 37.4857688)
restaurant_28589,localroad_3827170276,Point (127.0316269 37.4870324)
restaurant_28592,localroad_2511519005,Point (126.9915519 37.4883442)
restaurant_28593,localroad_1696934728,Point (126.9951485 37.4827176)
restaurant_28595,localroad_1925498589,Point (127.0393318 37.4737445)
restaurant_28596,localroad_600377805,Point (127.017289 37.5177416)
restaurant_28597,localroad_3242832581,Point (127.0082199 37.489053)
restaurant_28598,localroad_2477265735,Point (127.0236103 37.504189)
restaurant_28599,localroad_1858938797,Point (127.036278 37.4752858)
restaurant_28601,localroad_3827170303,Point (127.0267984 37.4874932)
restaurant_28602,localroad_2509978764,Point (126.9915271 37.4910431)
restaurant_28603,localroad_3827547993,Point (127.0135559 37.4905388)
restaurant_28604,localroad_4181527978,Point (127.0189489 37.5109787)
restaurant_28606,localroad_2477335639,Point (127.0187259 37.5093288)
restaurant_28607,localroad_4101372588,Point (126.9833508 37.4805276)
restaurant_28608,localroad_2622713683,Point (126.9983333 37.4977959)
restaurant_28609,localroad_4634856397,Point (127.0263487 37.4682442)
restaurant_28610,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_28612,localroad_1694782828,Point (127.0379907 37.4818634)
restaurant_28613,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_28614,localroad_3827548459,Point (127.0174313 37.4932165)
restaurant_28675,localroad_3030832644,Point (127.0100052 37.491878)
restaurant_28686,localroad_1696934717,Point (126.9964967 37.4818002)
restaurant_28705,localroad_3690640323,Point (127.030474 37.4879069)
restaurant_28722,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_28733,localroad_3827257152,Point (127.0170569 37.4856361)
restaurant_28890,localroad_3827338133,Point (127.0052874 37.4896699)
restaurant_28965,localroad_2103866974,Point (127.0132749 37.4955555)
restaurant_28988,localroad_2477340277,Point (127.020835 37.5040719)
restaurant_29004,localroad_600377821,Point (127.0180668 37.5165238)
restaurant_29333,localroad_11641428830,Point (127.0049052 37.5060735)
restaurant_29383,localroad_4865811287,Point (127.0399672 37.4686621)
restaurant_29419,localroad_2103868103,Point (126.9928575 37.4888702)
restaurant_29565,localroad_1430679917,Point (127.0132216 37.4838531)
restaurant_29567,localroad_7888195561,Point (127.0079379 37.4914093)
restaurant_29568,localroad_7888195561,Point (127.0079379 37.4914093)
restaurant_29627,localroad_4181527974,Point (127.0190101 37.5146394)
restaurant_29644,localroad_2477364474,Point (127.0181907 37.5096548)
restaurant_29810,localroad_2623456310,Point (126.9942079 37.4894255)
restaurant_29827,localroad_1696934728,Point (126.9951485 37.4827176)
restaurant_29840,localroad_8487650045,Point (127.0121053 37.4917045)
restaurant_29864,localroad_3825549699,Point (127.0272275 37.4959695)
restaurant_29871,localroad_4313280999,Point (127.058166 37.4441573)
restaurant_29990,localroad_2655442263,Point (127.0184474 37.4850894)
restaurant_30067,localroad_3827338117,Point (127.0138384 37.4889285)
restaurant_30077,localroad_1925498924,Point (127.0393355 37.4771186)
restaurant_30191,localroad_8489505876,Point (127.0180409 37.5127366)
restaurant_30372,localroad_927740142,Point (127.0491365 37.4720985)
restaurant_30381,localroad_3827671856,Point (127.0221136 37.5074187)
restaurant_30622,localroad_3827547993,Point (127.0135559 37.4905388)
restaurant_30623,localroad_3690640295,Point (127.0307497 37.4873162)
restaurant_30653,localroad_3690640327,Point (127.0293102 37.4861768)
restaurant_30665,localroad_7888119745,Point (127.0036367 37.5015267)
restaurant_30682,localroad_4184618605,Point (127.0427868 37.468963)
restaurant_30684,localroad_4184399722,Point (127.0358884 37.4838815)
restaurant_30838,localroad_3827257146,Point (127.015274 37.4854555)
restaurant_30866,localroad_1685579601,Point (126.9825838 37.4805601)
restaurant_31003,localroad_4309768669,Point (126.9850479 37.4875528)
restaurant_31006,localroad_436844267,Point (126.9854671 37.4965596)
restaurant_31008,localroad_4184585496,Point (127.0426695 37.4673348)
restaurant_31009,localroad_4181527979,Point (127.0185658 37.5118019)
restaurant_31011,localroad_3827257155,Point (127.0214572 37.4857688)
restaurant_31012,localroad_3825549661,Point (127.02974 37.4912602)
restaurant_31114,localroad_3547291980,Point (127.0555491 37.4486533)
restaurant_31165,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_31169,localroad_3827258659,Point (127.0153564 37.4885888)
restaurant_31195,localroad_1685716300,Point (126.9824315 37.4782949)
restaurant_31210,localroad_1132502938,Point (127.0057428 37.5030062)
restaurant_31226,localroad_1132502938,Point (127.0057428 37.5030062)
restaurant_31274,localroad_1132502938,Point (127.0057428 37.5030062)
restaurant_31297,localroad_3827548050,Point (127.0134891 37.4928032)
restaurant_31298,localroad_3827258464,Point (127.0226379 37.4861355)
restaurant_31341,localroad_2429722055,Point (127.0176657 37.5129527)
restaurant_31370,localroad_600377821,Point (127.0180668 37.5165238)
restaurant_31409,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_31514,localroad_3153680561,Point (127.0121703 37.4939181)
restaurant_31527,localroad_571448680,Point (127.0292391 37.4928033)
restaurant_31531,localroad_2477340278,Point (127.021528 37.5054239)
restaurant_31646,localroad_6337148391,Point (127.0304632 37.4845759)
restaurant_31763,localroad_4185626653,Point (127.0119577 37.5094558)
restaurant_31792,localroad_1696934758,Point (126.9929782 37.4860655)
restaurant_31889,localroad_1696934728,Point (126.9951485 37.4827176)
restaurant_31907,localroad_2622713694,Point (126.9983813 37.4986412)
restaurant_31992,localroad_3827257147,Point (127.0159582 37.4855435)
restaurant_32206,localroad_2622810001,Point (126.9976503 37.4978263)
restaurant_32396,localroad_3827548036,Point (127.0167486 37.4921725)
restaurant_32611,localroad_1925499022,Point (127.0402147 37.478122)
restaurant_32620,localroad_3827548050,Point (127.0134891 37.4928032)
restaurant_33058,localroad_3112862148,Point (127.0142525 37.4956078)
restaurant_33182,localroad_1696934760,Point (126.9910305 37.4868465)
restaurant_35838,localroad_4184618641,Point (127.0421907 37.475479)
restaurant_36355,localroad_3827257101,Point (127.0183004 37.4833759)
restaurant_36770,localroad_2861309346,Point (127.0175823 37.5148582)
restaurant_37323,localroad_3827170257,Point (127.032414 37.4867066)
restaurant_37328,localroad_3112862148,Point (127.0142525 37.4956078)
restaurant_38213,localroad_8489505876,Point (127.0180409 37.5127366)
restaurant_38368,localroad_1925498980,Point (127.0380275 37.4778247)
restaurant_38946,localroad_2295372311,Point (127.014109 37.4913073)
restaurant_39116,localroad_1430655015,Point (127.0234219 37.5027062)
restaurant_39722,localroad_3827338117,Point (127.0138384 37.4889285)
restaurant_42352,localroad_3817646123,Point (126.9977241 37.4986815)
restaurant_42533,localroad_1925498914,Point (127.0368538 37.4769532)
restaurant_42549,localroad_1685686555,Point (126.9838728 37.4778008)
restaurant_44231,localroad_3011650433,Point (127.0450537 37.4753696)
restaurant_44257,localroad_4309936850,Point (127.0424364 37.4806113)
restaurant_44282,localroad_2861578314,Point (127.0188852 37.5137216)
restaurant_45565,localroad_414683494,Point (127.0371526 37.4617177)
restaurant_46300,localroad_3827338159,Point (127.0110013 37.4921785)
restaurant_46966,localroad_2388037859,Point (127.0139675 37.4921691)
restaurant_47564,localroad_3827548053,Point (127.0162545 37.4928658)
restaurant_48539,localroad_3827170304,Point (127.0267818 37.4875241)
restaurant_48545,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_49339,localroad_2655409196,Point (127.0210817 37.4855006)
restaurant_51646,localroad_3690640321,Point (127.0301884 37.4884991)
restaurant_51653,localroad_3040833070,Point (127.0103155 37.4876904)
restaurant_51656,localroad_4865811265,Point (127.0409834 37.4676665)
restaurant_51934,localroad_2622713683,Point (126.9983333 37.4977959)
restaurant_52017,localroad_4867334996,Point (127.01978 37.5147494)
restaurant_52213,localroad_414684345,Point (127.0282365 37.4885147)
restaurant_52996,localroad_2281095539,Point (127.0243757 37.5044377)
restaurant_54117,localroad_1925498963,Point (127.0380251 37.4774155)
restaurant_54651,localroad_3222437349,Point (127.007737 37.4900098)
restaurant_55849,localroad_3154300017,Point (127.0080227 37.4940929)
restaurant_56971,localroad_600377854,Point (127.018434 37.5168542)
restaurant_57133,localroad_2624566095,Point (126.988803 37.4921395)
restaurant_57172,localroad_4185835029,Point (126.9961644 37.4823227)
restaurant_57285,localroad_4984575366,Point (126.9826306 37.4892375)
restaurant_57916,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_58864,localroad_2295372311,Point (127.014109 37.4913073)
restaurant_59105,localroad_1694782585,Point (127.0410708 37.4798659)
restaurant_60225,localroad_2655442257,Point (127.0167818 37.4842169)
restaurant_61815,localroad_4101372796,Point (126.9845484 37.4804873)
restaurant_61626,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_62733,localroad_3825549669,Point (127.0280194 37.4943002)
restaurant_62743,localroad_3355067065,Point (127.0190518 37.4953126)
restaurant_62747,localroad_1694783484,Point (127.0380677 37.4836762)
restaurant_64298,localroad_2622767637,Point (127.0043892 37.4985277)
restaurant_64969,localroad_9006688701,Point (126.9912102 37.4839709)
restaurant_64975,localroad_4184618645,Point (127.048049 37.4737342)
restaurant_65694,localroad_2624566125,Point (126.9925343 37.4879978)
restaurant_65703,localroad_436882900,Point (127.0299475 37.4890431)
restaurant_65707,localroad_2622767637,Point (127.0043892 37.4985277)
restaurant_66384,localroad_3089166481,Point (127.0090535 37.4872993)
restaurant_67956,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_68885,localroad_436844267,Point (126.9854671 37.4965596)
restaurant_69761,localroad_3827170276,Point (127.0316269 37.4870324)
restaurant_69833,localroad_436843863,Point (127.0136452 37.480886)
restaurant_69857,localroad_1696934705,Point (126.9945732 37.4812337)
restaurant_71758,localroad_1685579601,Point (126.9825838 37.4805601)
restaurant_72528,localroad_4181527974,Point (127.0190101 37.5146394)
restaurant_72535,localroad_4184585496,Point (127.0426695 37.4673348)
restaurant_73404,localroad_3827547999,Point (127.0120304 37.4910981)
restaurant_73526,localroad_2386012695,Point (127.0138554 37.4887493)
restaurant_73557,localroad_3825549664,Point (127.0290187 37.4927368)
restaurant_73559,localroad_2622767638,Point (127.0021197 37.4985313)
restaurant_73560,localroad_4184618605,Point (127.0427868 37.468963)
restaurant_73561,localroad_436817738,Point (127.0115903 37.5024989)
restaurant_73562,localroad_1965713727,Point (127.0139583 37.4881672)
restaurant_73563,localroad_2655442263,Point (127.0184474 37.4850894)
restaurant_73565,localroad_3690640321,Point (127.0301884 37.4884991)
restaurant_73566,localroad_436881195,Point (127.0819611 37.4606016)
restaurant_73567,localroad_3011650446,Point (127.0426309 37.4752828)
restaurant_73568,localroad_4185920067,Point (126.9887881 37.4783429)
restaurant_73569,localroad_7888195503,Point (127.0044911 37.4970619)
restaurant_73570,localroad_1925498969,Point (127.0411979 37.4775741)
restaurant_73571,localroad_3011650451,Point (127.0476582 37.473496)
restaurant_73572,localroad_4634856421,Point (127.0237147 37.4712669)
restaurant_73573,localroad_2477374748,Point (127.0197652 37.5096448)
restaurant_73574,localroad_571448680,Point (127.0292391 37.4928033)
restaurant_73577,localroad_2863416048,Point (127.0461206 37.4720774)
restaurant_73578,localroad_1685686424,Point (126.9860261 37.4847981)
restaurant_73580,localroad_5933030430,Point (127.0575604 37.447077)
restaurant_73581,localroad_3112174493,Point (127.0153218 37.4948806)
restaurant_73582,localroad_2533109205,Point (126.9837773 37.4939645)
restaurant_73583,localroad_2533109205,Point (126.9837773 37.4939645)
restaurant_73584,localroad_436844267,Point (126.9854671 37.4965596)
restaurant_73585,localroad_2624211585,Point (126.9893352 37.4930117)
